RawFileName,RetentionTime,MS2 Scan Number,MS2 Injection Time,Sum SN,Ion Flux,TMT126,TMT127n,TMT127c,TMT128n,TMT128c,TMT129n,TMT129c,TMT130n,TMT130c,TMT131n,TMT131c,TMT132n,TMT132c,TMT133n,TMT133c,TMT134n
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,2.77863116533333,295,750,8.41795161265942,0.0112239354835459,8.41795161265942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,2.81971758026667,299,750,2.44109155339644,0.00325478873786192,2.44109155339644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,2.87371407413333,304,750,3.014759852882,0.00401967980384266,3.014759852882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.06778203413333,324,750,101.74573925802,0.13566098567736,48.4556049627468,0,0,2.37117619435235,5.66025182268367,6.93377510770338,10.6006056324695,7.03995039241348,11.1970298046803,9.48734534097067,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.1024413656,328,750,9.05928581812424,0.012079047757499,9.05928581812424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.14559032986667,333,750,2.47799338619892,0.00330399118159856,2.47799338619892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.173783316,336,750,2.75246330561466,0.00366995107415288,2.75246330561466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.18886615493333,338,750,4.96164515344524,0.00661552687126032,4.96164515344524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.22551529093333,343,750,7.11962412265056,0.00949283216353408,7.11962412265056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.35523246481667,359,750,8.77022887589698,0.011693638501196,5.41107978362842,0,3.35914909226856,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.54539020133333,383,750,2.41031863030451,0.00321375817373934,2.41031863030451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.55855850186667,384,750,6.5586566580284,0.00874487554403787,6.5586566580284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.62099015946667,391,750,2.35683472878874,0.00314244630505165,2.35683472878874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.93705488081667,439,750,13.0107950555549,0.0173477267407399,13.0107950555549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,3.97344186721667,444,750,162.933555892349,0.217244741189798,47.0182523128752,4.47695880731845,80.1671596098232,9.17586364779896,1.97831361154157,5.16701651327372,2.24383846903328,3.52145743420678,4.00353155722188,5.18116392925563,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,4.179913144,476,750,6.58966081815234,0.00878621442420312,6.58966081815234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,4.21338273735,481,750,9.55308264741082,0.0127374435298811,9.55308264741082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,4.81231486666667,573,750,3.38727667001701,0.00451636889335601,3.38727667001701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,5.2382120192,635,750,4.50192991582764,0.00600257322110351,4.50192991582764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,5.34840067173333,651,750,18.7254707405183,0.024967294320691,14.0649559608908,2.766393536427,1.89412124320044,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,5.374446004,653,750,5.73707079684578,0.0076494277291277,5.73707079684578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,5.65940072853333,689,750,13.2193656394253,0.0176258208525671,13.2193656394253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,5.73642788986667,699,750,3.55116491801435,0.00473488655735246,3.55116491801435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,5.83669012348333,713,750,3.09790280421366,0.00413053707228488,3.09790280421366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,6.38550449148333,802,750,16.2464087283959,0.0216618783045279,12.1936169765642,4.05279175183177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,6.63041050986667,842,750,28.4723521308439,0.0379631361744585,22.3793153638666,2.89793306075154,0,0,0,3.19510370622573,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,7.33314004561667,954,750,62.5425484350691,0.0833900645800921,23.6609684512729,23.3835691954136,0,0,2.81241167574425,0,2.124385763941,3.20634246059495,2.9872849287526,4.36758595934988,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,7.60726798188333,996,750,4.35130976015552,0.00580174634687402,2.46146915787803,1.88984060227749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,7.94182580428333,1048,750,673.710364440277,0.898280485920369,159.086436753443,182.630736711033,26.1268872094733,39.7716109948985,35.0083573631501,27.1237609619714,40.8115282418865,49.207858965947,45.9798174628673,56.4458905089917,5.07979583600647,6.43768343060829,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,8.14396417306667,1077,750,26.5452904455395,0.0353937205940527,13.4425068028697,9.60465292907395,0,0,0,0,0,0,0,3.49813071359584,0,0,0,0,0,0
