RawFileName,RetentionTime,MS2 Scan Number,MS2 Injection Time,Sum SN,Ion Flux,Carrier Ratio,TMT126,TMT127n,TMT127c,TMT128n,TMT128c,TMT129n,TMT129c,TMT130n,TMT130c,TMT131n,TMT131c,TMT132n,TMT132c,TMT133n,TMT133c,TMT134n
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,5.56542192826667,1131,300,14.5331194465901,0.0484437314886335,∞,14.5331194465901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,5.5859607256,1136,300,4.18680655225573,0.0139560218408524,∞,4.18680655225573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,5.74120451173333,1165,300,24.9447367052928,0.0831491223509759,35.6796699246835,12.4434883034112,4.20185798637487,4.50029967060237,3.79909074490438,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,5.81968804268333,1182,300,23.9764893817532,0.0799216312725106,14.1818486545848,7.93758571276871,11.5613008367457,0,0,1.88185789864806,0,0,0,0,2.59574493359066,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,5.82715506401667,1184,300,2.83297502866931,0.00944325009556437,∞,2.83297502866931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,5.87148895281667,1192,9.992,3127.41848420179,312.99224221395,5.70522859108967,840.723877248121,1044.80164930722,26.2302951507233,53.6233480518312,157.285776439875,100.664493878186,211.733743121706,233.756246494643,210.560507732572,248.038546776904,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,5.99958707281667,1217,300,165.723779515808,0.552412598386026,2.79710007257755,30.8320102972831,46.7089813388729,0,0,14.1340075930667,6.5175964268665,14.6394536092133,16.3328184694334,16.8598056709413,19.6991061101304,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.03335374801667,1224,300,335.224338165929,1.1174144605531,6.16595948576871,104.69515497645,94.6928641632624,0,9.94760450118814,20.2645597189611,6.80174055156789,35.4688076462307,22.4177431753325,14.6363301467759,26.2995332861599,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.10003448426667,1238,300,4.47148261359348,0.0149049420453116,∞,4.47148261359348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.13381887946667,1245,300,2.49914095008147,0.00833046983360489,∞,2.49914095008147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.15378862375,1249,300,14.8228538634111,0.049409512878037,∞,12.7496484625544,0,2.07320540085671,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.26962365226667,1271,300,11.9551833059866,0.0398506110199553,∞,9.78923009601874,0,2.16595320996785,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.2826924651,1274,300,2.31323261665633,0.00771077538885445,∞,2.31323261665633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.33316504186667,1283,300,13.4869396759411,0.0449564655864704,∞,7.06352476063097,6.42341491531016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.3406483144,1285,300,3.81044451140012,0.0127014817046671,∞,3.81044451140012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.34617898053333,1286,300,1.89865931580022,0.00632886438600072,∞,1.89865931580022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.37246562986667,1291,18.854,2838.6709152141,150.560672282492,5.50233491464977,767.028864059431,956.437141301225,0,43.1027241327631,149.780101115877,84.022863902927,181.741491730008,220.477332995318,191.650438562584,244.429957413965,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.43496518906667,1305,300,2.26611289942962,0.00755370966476538,∞,2.26611289942962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.44051513601667,1306,300,13.1099640421327,0.0436998801404423,∞,13.1099640421327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.45131469546667,1308,300,49.0399364548281,0.163466454849427,3.43057205966816,10.8408638378355,12.9184753305235,0,0,2.10338948119356,0,7.70976551884162,4.61913872527985,4.57116639298477,6.27713716816938,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.46211200026667,1310,300,2.21601149626401,0.00738670498754669,∞,2.21601149626401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.47780853306667,1314,300,10.3296756308232,0.0344322521027439,17.0809130919586,4.93228570116021,3.08730935043105,0,0,0,0,0,0,2.31008057923191,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.53629043735,1326,300,1088.99292785347,3.62997642617822,6.9770332703709,367.033216565184,301.112394278802,0,30.4155875070927,62.1222812513765,16.7262219169286,113.315988432493,77.3173551629936,44.2820230042478,76.6678597343485,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.54182615201667,1327,300,25.4899391671782,0.0849664638905938,0.993188690226584,2.81505483398982,0,0,0,0,0,0,0,7.65273483700537,15.022149496183,0,0,0,0,0,0
